,id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
7551,28402495,18699046,CENTRAL & WESTERN,22.28483,114.15212,Entire home/apt,696,3,1,1,0
7552,28403026,32708305,CENTRAL & WESTERN,22.28555,114.14862,Private room,493,4,0,1,0
7554,28420583,4650574,YAU TSIM MONG,22.31888,114.17152,Entire home/apt,493,28,1,11,365
7556,28424234,10254437,WAN CHAI,22.277279999999998,114.17266000000001,Entire home/apt,501,1,51,15,128
7557,28425373,97240131,YAU TSIM MONG,22.29796,114.1716,Private room,219,29,0,216,364
7558,28426367,8128297,WAN CHAI,22.26921,114.18243000000001,Private room,360,7,3,7,131
7560,28427920,10254437,WAN CHAI,22.27863,114.1733,Entire home/apt,501,1,41,15,118
7561,28430357,30703209,WAN CHAI,22.2774,114.17758,Entire home/apt,978,2,38,6,31
7562,28433416,65898631,YAU TSIM MONG,22.30058,114.1848,Private room,540,4,2,1,56
7563,28441781,194240321,YAU TSIM MONG,22.321360000000002,114.17106000000001,Shared room,94,1,44,9,141
7564,28442122,198109516,YAU TSIM MONG,22.31278,114.16975,Private room,454,7,3,37,42
7565,28445470,88365571,CENTRAL & WESTERN,22.280910000000002,114.15266000000001,Entire home/apt,751,3,7,1,15
7566,28449723,161669067,YAU TSIM MONG,22.31847,114.17143999999999,Private room,454,1,34,8,164
7567,28453855,214793286,YAU TSIM MONG,22.297539999999998,114.17326000000001,Private room,798,2,5,19,90
7568,28460671,161669067,YAU TSIM MONG,22.31833,114.17102,Private room,477,1,50,8,346
7569,28461114,161669067,YAU TSIM MONG,22.31727,114.16968999999999,Private room,501,1,39,8,140
7570,28461344,19041009,YAU TSIM MONG,22.31873,114.16938,Entire home/apt,1150,2,12,7,245
7571,28462440,161669067,YAU TSIM MONG,22.318089999999998,114.16961,Private room,477,1,29,8,347
7572,28467759,168079683,YAU TSIM MONG,22.31406,114.17102,Entire home/apt,1596,1,11,8,88
7573,28472230,82628626,YAU TSIM MONG,22.304289999999998,114.17132,Entire home/apt,571,1,9,3,76
7574,28474777,187734311,WAN CHAI,22.27892,114.18194,Private room,282,1,24,10,180
7576,28479134,121404007,CENTRAL & WESTERN,22.28633,114.14666000000001,Private room,540,1,19,2,180
7577,28480180,125071025,CENTRAL & WESTERN,22.27825,114.15191999999999,Private room,602,1,15,1,89
7578,28481167,45858469,CENTRAL & WESTERN,22.28377,114.12668000000001,Private room,986,1,0,1,0
7579,28484211,196136739,YAU TSIM MONG,22.298070000000003,114.17088999999999,Private room,649,1,31,13,160
7580,28484558,52776135,CENTRAL & WESTERN,22.28655,114.14993999999999,Private room,579,1,4,3,172
7581,28486248,160416777,YAU TSIM MONG,22.32416,114.16269,Entire home/apt,1158,1,96,5,240
7583,28506850,4584648,WAN CHAI,22.278779999999998,114.17907,Private room,211,30,0,80,89
7586,28515376,10329348,WAN CHAI,22.26901,114.18411,Entire home/apt,798,1,22,1,0
7589,28526041,140569836,WAN CHAI,22.281370000000003,114.18148000000001,Entire home/apt,2003,1,24,1,87
7590,28527389,71696376,CENTRAL & WESTERN,22.281879999999997,114.14985,Entire home/apt,1197,2,3,1,0
7592,28552379,159367946,CENTRAL & WESTERN,22.27534,114.16071000000001,Private room,454,2,2,1,363
7593,28553480,214793286,YAU TSIM MONG,22.297060000000002,114.17177,Private room,900,2,6,19,90
7595,28556651,17972300,WAN CHAI,22.27516,114.17428999999998,Private room,454,3,6,1,0
7596,28559109,215535740,YAU TSIM MONG,22.32245,114.1698,Private room,117,1,76,1,92
7597,28559171,187838016,YAU TSIM MONG,22.321720000000003,114.16982,Entire home/apt,696,1,55,6,41
7598,28560433,215547485,CENTRAL & WESTERN,22.286839999999998,114.1431,Entire home/apt,861,1,7,1,294
7602,28570366,215086353,WAN CHAI,22.2843,114.19193,Entire home/apt,454,5,7,2,33
7603,28570571,210614978,WAN CHAI,22.27427,114.1713,Entire home/apt,2198,7,1,1,17
7604,28570854,187734311,WAN CHAI,22.27915,114.18343999999999,Private room,297,1,23,10,174
7605,28570861,187734311,WAN CHAI,22.27816,114.18295,Private room,297,1,23,10,180
7609,28573471,10409100,WAN CHAI,22.27433,114.17175,Entire home/apt,900,4,0,1,88
7610,28575725,98834567,CENTRAL & WESTERN,22.28132,114.15188,Private room,399,2,6,2,4
7611,28576088,79003602,CENTRAL & WESTERN,22.28614,114.15281,Entire home/apt,673,1,37,21,160
7613,28576659,79003602,CENTRAL & WESTERN,22.286839999999998,114.15276000000001,Entire home/apt,673,1,46,21,155
7614,28579788,4812035,YAU TSIM MONG,22.298289999999998,114.17069,Private room,696,1,0,14,253
7615,28592054,161774429,WAN CHAI,22.278879999999997,114.17995,Private room,352,1,7,1,17
7617,28597454,215826961,YAU TSIM MONG,22.29859,114.16873000000001,Entire home/apt,1001,1,32,5,173
7618,28599815,712291,WAN CHAI,22.279139999999998,114.17612,Entire home/apt,696,1,0,1,0
7620,28619156,52776135,CENTRAL & WESTERN,22.286839999999998,114.15016000000001,Shared room,939,1,11,3,172
7622,28624615,3563847,CENTRAL & WESTERN,22.28576,114.14923999999999,Entire home/apt,524,2,15,1,15
7623,28632316,4399957,CENTRAL & WESTERN,22.28797,114.14645,Entire home/apt,798,2,12,1,23
7624,28642638,102329302,WAN CHAI,22.27658,114.17203,Entire home/apt,649,1,7,1,5
7625,28644638,3052154,CENTRAL & WESTERN,22.28475,114.14883999999999,Entire home/apt,1385,4,26,4,8
7629,28654672,216207826,YAU TSIM MONG,22.30155,114.17268,Entire home/apt,1651,3,48,21,167
7630,28657495,195320116,CENTRAL & WESTERN,22.27744,114.15285,Entire home/apt,1197,2,2,1,364
7631,28666887,97240131,CENTRAL & WESTERN,22.28207,114.15325,Private room,297,29,0,216,364
7632,28674267,216345465,YAU TSIM MONG,22.29562,114.17258999999999,Private room,399,1,0,6,364
7633,28675587,76263915,CENTRAL & WESTERN,22.28248,114.15298,Entire home/apt,579,1,42,21,253
7634,28676921,189860862,YAU TSIM MONG,22.30438,114.17148999999999,Private room,454,1,2,13,336
7635,28679887,215993891,YAU TSIM MONG,22.29999,114.17433999999999,Private room,900,1,28,9,309
7636,28688887,196136739,YAU TSIM MONG,22.29937,114.1757,Private room,634,2,32,13,75
7637,28689069,196136739,YAU TSIM MONG,22.29909,114.17426,Private room,759,2,31,13,65
7638,28689244,196136739,YAU TSIM MONG,22.29916,114.17578999999999,Private room,798,2,19,13,58
7639,28689326,196136739,YAU TSIM MONG,22.29926,114.17448999999999,Private room,853,2,29,13,45
7640,28697889,117461102,YAU TSIM MONG,22.29671,114.17008,Entire home/apt,2386,1,24,6,214
7643,28701654,189860862,YAU TSIM MONG,22.30441,114.17236000000001,Private room,454,1,0,13,235
7644,28703025,22102422,WAN CHAI,22.27947,114.17916000000001,Entire home/apt,876,4,27,6,95
7646,28708131,20768985,CENTRAL & WESTERN,22.28513,114.13999,Private room,1001,14,3,1,277
7647,28711456,97240131,CENTRAL & WESTERN,22.28274,114.15818999999999,Private room,274,29,0,216,364
7649,28719096,119743264,YAU TSIM MONG,22.29695,114.17191000000001,Private room,501,1,0,14,0
7650,28725234,107633649,WAN CHAI,22.27919,114.17833999999999,Entire home/apt,2996,2,15,9,356
7651,28726497,156409670,CENTRAL & WESTERN,22.28208,114.12706000000001,Private room,1267,30,0,63,364
7652,28727295,133405196,YAU TSIM MONG,22.320970000000003,114.17161000000002,Private room,900,1,0,4,364
7653,28729335,78753819,YAU TSIM MONG,22.301820000000003,114.17477,Entire home/apt,501,2,41,5,253
7654,28733295,145644408,YAU TSIM MONG,22.3252,114.16932,Entire home/apt,978,3,18,1,14
7655,28742640,97240131,WAN CHAI,22.277060000000002,114.18291,Private room,266,29,0,216,364
7657,28744071,153474674,WAN CHAI,22.27872,114.18229,Shared room,297,28,0,2,365
7659,28752566,107633649,WAN CHAI,22.275129999999997,114.17053,Entire home/apt,1799,1,20,9,365
7660,28768676,6182563,CENTRAL & WESTERN,22.281029999999998,114.1527,Entire home/apt,978,2,4,2,0
7662,28772395,78753819,YAU TSIM MONG,22.30197,114.1757,Entire home/apt,602,2,58,5,227
7664,28786964,217133530,CENTRAL & WESTERN,22.279529999999998,114.1537,Entire home/apt,900,3,2,1,0
7665,28794677,217175077,WAN CHAI,22.273139999999998,114.18668999999998,Private room,884,1,9,2,363
7667,28797708,217175077,WAN CHAI,22.27413,114.1865,Private room,681,1,14,2,363
7669,28802437,20710672,YAU TSIM MONG,22.31524,114.17001,Entire home/apt,978,1,4,5,282
7671,28805946,82628626,YAU TSIM MONG,22.30451,114.17218999999999,Private room,540,1,19,3,82
7672,28817313,29772137,CENTRAL & WESTERN,22.280079999999998,114.1533,Entire home/apt,1400,7,2,4,34
7673,28817428,46753419,WAN CHAI,22.28013,114.18218999999999,Entire home/apt,1103,4,21,11,65
7674,28824060,122131447,YAU TSIM MONG,22.29658,114.17296999999999,Private room,297,1,3,163,80
7675,28824873,122131447,YAU TSIM MONG,22.2965,114.17305,Private room,297,1,2,163,80
7676,28825031,138649185,WAN CHAI,22.28323,114.18611999999999,Entire home/apt,563,30,0,83,364
7677,28825080,122131447,YAU TSIM MONG,22.29716,114.17128000000001,Private room,297,1,2,163,80
7678,28825205,122131447,YAU TSIM MONG,22.29736,114.1733,Private room,297,1,1,163,80
7679,28825349,122131447,YAU TSIM MONG,22.29833,114.17141000000001,Private room,297,1,3,163,80
7680,28825537,122131447,YAU TSIM MONG,22.29845,114.17193,Private room,297,1,4,163,80
7681,28825990,122131447,YAU TSIM MONG,22.29874,114.17204,Private room,297,1,5,163,80
7682,28826120,156409670,WAN CHAI,22.283260000000002,114.18496999999999,Entire home/apt,532,30,0,63,364
7683,28826157,122131447,YAU TSIM MONG,22.2981,114.17325,Private room,360,1,2,163,80
7684,28826285,122131447,YAU TSIM MONG,22.29862,114.17288,Private room,376,1,0,163,80
7685,28826488,122131447,YAU TSIM MONG,22.29832,114.17313,Private room,376,1,1,163,80
7686,28826863,122131447,YAU TSIM MONG,22.29646,114.17343000000001,Private room,376,1,0,163,80
7688,28831047,156409670,WAN CHAI,22.28219,114.1846,Entire home/apt,821,30,0,63,364
7689,28835528,145989506,YAU TSIM MONG,22.32625,114.16893,Entire home/apt,1197,1,4,9,94
7690,28839088,211368929,YAU TSIM MONG,22.30402,114.1687,Entire home/apt,876,2,11,1,180
7692,28843766,198109516,WAN CHAI,22.28099,114.18661999999999,Private room,399,28,0,37,322
7693,28845718,216345465,YAU TSIM MONG,22.296870000000002,114.17383000000001,Private room,602,1,2,6,364
7694,28847602,66053517,YAU TSIM MONG,22.30382,114.16932,Entire home/apt,1502,28,0,4,137
7695,28847627,144224582,WAN CHAI,22.27703,114.17851,Private room,399,4,12,6,325
7696,28849238,217504943,YAU TSIM MONG,22.32123,114.16848999999999,Private room,477,1,23,10,304
7697,28849381,216345465,YAU TSIM MONG,22.295920000000002,114.17383999999998,Private room,399,1,2,6,364
7698,28852228,153848372,YAU TSIM MONG,22.29749,114.17151000000001,Private room,892,1,1,1,0
7699,28861004,217192645,YAU TSIM MONG,22.2995,114.17461000000002,Private room,579,1,24,19,75
7700,28862670,17625441,CENTRAL & WESTERN,22.281979999999997,114.15303999999999,Entire home/apt,821,4,3,1,0
7701,28870575,91310142,YAU TSIM MONG,22.32002,114.16233000000001,Private room,602,1,0,1,12
7702,28873079,217544874,CENTRAL & WESTERN,22.28647,114.14331999999999,Entire home/apt,1103,10,9,1,78
7703,28874187,216345465,YAU TSIM MONG,22.29573,114.17178,Private room,399,1,3,6,364
7704,28874189,10821659,WAN CHAI,22.27879,114.19221999999999,Entire home/apt,587,3,8,1,28
7705,28875139,216345465,YAU TSIM MONG,22.29516,114.1739,Private room,266,1,0,6,365
7707,28876961,216345465,YAU TSIM MONG,22.296039999999998,114.17348,Private room,798,1,4,6,364
7708,28884085,168079683,YAU TSIM MONG,22.32072,114.16743000000001,Entire home/apt,1252,1,15,8,83
7709,28884716,146130635,YAU TSIM MONG,22.301820000000003,114.1846,Private room,399,10,0,1,0
7711,28895508,217504943,YAU TSIM MONG,22.32098,114.16752,Private room,336,1,26,10,312
7712,28897180,135576037,YAU TSIM MONG,22.296310000000002,114.18072,Private room,493,1,37,5,87
7714,28899049,78753819,CENTRAL & WESTERN,22.282020000000003,114.15189,Entire home/apt,602,2,40,5,246
7717,28903593,55484297,CENTRAL & WESTERN,22.28634,114.13676000000001,Shared room,892,1,3,2,365
7718,28905740,66131192,WAN CHAI,22.28056,114.18137,Entire home/apt,3998,4,26,10,88
7719,28905798,5218412,CENTRAL & WESTERN,22.285239999999998,114.14488999999999,Entire home/apt,649,3,1,1,22
7720,28909610,79003602,CENTRAL & WESTERN,22.285870000000003,114.13898999999999,Entire home/apt,900,1,38,21,166
7721,28916872,83739162,CENTRAL & WESTERN,22.28491,114.14294,Entire home/apt,602,5,5,1,22
7722,28920828,218001521,WAN CHAI,22.28102,114.18233000000001,Entire home/apt,602,1,23,5,333
7723,28921130,66914582,YAU TSIM MONG,22.317870000000003,114.16963999999999,Entire home/apt,516,1,30,8,175
7724,28921773,214793286,YAU TSIM MONG,22.29555,114.1713,Private room,501,2,5,19,90
7725,28931987,214793286,YAU TSIM MONG,22.2974,114.17308,Private room,602,2,8,19,90
7726,28932039,214793286,YAU TSIM MONG,22.29709,114.17124,Private room,548,2,8,19,90
7727,28939257,135784037,YAU TSIM MONG,22.298029999999997,114.17289,Private room,368,1,38,34,355
7728,28940568,135784037,YAU TSIM MONG,22.2976,114.17336999999999,Private room,368,1,33,34,349
7729,28940744,218152895,CENTRAL & WESTERN,22.282420000000002,114.15182,Private room,501,2,2,1,4
7730,28942449,194636355,CENTRAL & WESTERN,22.282339999999998,114.14828999999999,Entire home/apt,1400,2,8,1,365
7732,28946996,135784037,YAU TSIM MONG,22.29659,114.17233,Private room,407,1,39,34,355
7733,28947136,127137981,CENTRAL & WESTERN,22.282339999999998,114.14582,Entire home/apt,798,2,6,1,0
7734,28950836,187197367,YAU TSIM MONG,22.32092,114.16763999999999,Private room,258,1,3,18,0
7735,28950901,187197367,YAU TSIM MONG,22.32206,114.16936000000001,Private room,352,1,1,18,88
7736,28950978,7182275,CENTRAL & WESTERN,22.28533,114.13691000000001,Private room,493,1,4,1,0
7737,28957150,214793286,YAU TSIM MONG,22.29748,114.1714,Private room,399,2,3,19,0
7738,28964024,28083682,CENTRAL & WESTERN,22.282339999999998,114.12678000000001,Entire home/apt,900,3,5,1,0
7739,28964679,135784037,YAU TSIM MONG,22.29833,114.17223,Private room,501,1,29,34,341
7740,28965430,218330284,CENTRAL & WESTERN,22.28472,114.14992,Entire home/apt,821,2,14,1,95
7741,28965778,135784037,YAU TSIM MONG,22.29849,114.17343000000001,Private room,501,1,27,34,355
7742,28974677,187627273,CENTRAL & WESTERN,22.28719,114.14858000000001,Entire home/apt,501,2,44,1,45
7744,28974739,114098613,CENTRAL & WESTERN,22.28195,114.1511,Entire home/apt,1400,3,2,1,69
7745,28975871,135784037,YAU TSIM MONG,22.29661,114.17367,Private room,501,1,27,34,346
7746,28976805,218408504,YAU TSIM MONG,22.31656,114.16781999999999,Private room,399,1,1,2,0
7747,28977258,135784037,YAU TSIM MONG,22.29796,114.17341,Private room,501,1,26,34,274
7748,28977669,135784037,YAU TSIM MONG,22.29809,114.17213000000001,Private room,438,1,25,34,271
7749,28982381,47438954,YAU TSIM MONG,22.320510000000002,114.16885,Entire home/apt,1197,2,57,6,167
7750,28988793,54924991,YAU TSIM MONG,22.30389,114.17166,Entire home/apt,501,1,2,8,364
7751,28989499,215766671,YAU TSIM MONG,22.29702,114.17334,Private room,352,1,2,2,251
7752,28989773,86426211,CENTRAL & WESTERN,22.28335,114.14282,Private room,391,1,20,2,87
7753,28989813,218506966,CENTRAL & WESTERN,22.28262,114.15203999999999,Entire home/apt,1987,1,23,1,0
7754,28989997,54924991,YAU TSIM MONG,22.306820000000002,114.1729,Entire home/apt,548,1,2,8,364
7755,28990169,215766671,YAU TSIM MONG,22.29684,114.17328,Private room,250,1,2,2,162
7756,28990622,54924991,YAU TSIM MONG,22.305229999999998,114.17303999999999,Entire home/apt,501,1,1,8,365
7757,28990793,54924991,YAU TSIM MONG,22.30556,114.17088999999999,Entire home/apt,501,1,1,8,365
7758,28993462,107910285,WAN CHAI,22.275560000000002,114.17506000000002,Entire home/apt,798,5,2,2,34
7759,28993950,138649185,WAN CHAI,22.27935,114.17657,Entire home/apt,548,28,0,83,364
7760,28995276,138649185,CENTRAL & WESTERN,22.28351,114.12781000000001,Entire home/apt,1377,30,0,83,364
7761,28997990,26463664,YAU TSIM MONG,22.30761,114.16615,Entire home/apt,477,1,24,5,313
7762,28998375,216207826,YAU TSIM MONG,22.299970000000002,114.17623999999999,Entire home/apt,1502,4,40,21,71
7763,28999082,138649185,WAN CHAI,22.28262,114.1852,Private room,501,28,0,83,365
7764,28999848,218573767,YAU TSIM MONG,22.313129999999997,114.17052,Entire home/apt,649,3,0,2,89
7765,29012504,26463664,YAU TSIM MONG,22.30816,114.16605,Entire home/apt,454,1,21,5,305
7766,29015968,26463664,YAU TSIM MONG,22.30639,114.16577,Entire home/apt,579,1,26,5,277
7769,29018828,218408504,YAU TSIM MONG,22.31632,114.16899,Private room,399,1,1,2,365
7770,29019051,15519361,CENTRAL & WESTERN,22.28613,114.14981999999999,Entire home/apt,798,4,4,1,12
7773,29021475,155604053,YAU TSIM MONG,22.32218,114.1621,Entire home/apt,1001,1,38,1,168
7774,29021569,150226091,YAU TSIM MONG,22.32312,114.15963,Private room,446,2,1,1,88
7775,29021783,218688122,YAU TSIM MONG,22.30265,114.1744,Entire home/apt,853,1,28,7,70
7776,29022648,218734041,YAU TSIM MONG,22.31498,114.16805,Entire home/apt,696,3,50,2,112
7777,29024474,97240131,CENTRAL & WESTERN,22.286360000000002,114.14891999999999,Private room,266,29,0,216,364
7778,29026088,214793286,YAU TSIM MONG,22.29584,114.17333,Private room,548,2,8,19,90
7780,29051553,99505769,WAN CHAI,22.27702,114.17298999999998,Shared room,274,2,0,31,335
7781,29062734,121088213,CENTRAL & WESTERN,22.286820000000002,114.14063,Entire home/apt,798,2,2,1,0
7783,29068100,20595579,WAN CHAI,22.2761,114.18483,Entire home/apt,923,3,1,1,0
7785,29074514,219078877,YAU TSIM MONG,22.296999999999997,114.17087,Private room,297,1,30,1,71
7787,29084203,25981959,WAN CHAI,22.27851,114.18085,Entire home/apt,250,2,5,1,11
7789,29088513,215993891,YAU TSIM MONG,22.299670000000003,114.17546000000002,Private room,477,1,41,9,283
7790,29091724,3482868,CENTRAL & WESTERN,22.28153,114.1496,Entire home/apt,2504,4,1,1,6
7791,29093073,60811061,CENTRAL & WESTERN,22.28276,114.1519,Entire home/apt,1001,3,13,1,0
7792,29108782,53381332,WAN CHAI,22.2771,114.17603000000001,Private room,782,2,13,1,175
7793,29108857,8622951,CENTRAL & WESTERN,22.281999999999996,114.15245,Entire home/apt,602,1,0,1,0
7794,29109408,217504943,YAU TSIM MONG,22.31922,114.16708,Private room,336,1,8,10,318
7795,29109430,217504943,YAU TSIM MONG,22.3212,114.16663,Private room,462,1,21,10,314
7796,29110541,219385499,YAU TSIM MONG,22.30624,114.17073,Private room,947,1,1,1,90
7797,29111634,21750145,CENTRAL & WESTERN,22.284979999999997,114.14958999999999,Entire home/apt,947,3,3,1,0
7798,29113665,76263915,CENTRAL & WESTERN,22.28099,114.15213,Entire home/apt,516,2,20,21,342
7800,29118018,97894318,CENTRAL & WESTERN,22.27546,114.16013999999998,Private room,751,2,17,1,26
7801,29122802,122131447,YAU TSIM MONG,22.29709,114.17268,Private room,1001,1,3,163,77
7802,29123320,214793286,YAU TSIM MONG,22.296789999999998,114.17112,Private room,454,2,4,19,90
7803,29123366,122131447,YAU TSIM MONG,22.29833,114.17276000000001,Private room,1134,1,1,163,77
7804,29124128,214793286,YAU TSIM MONG,22.296870000000002,114.17258000000001,Private room,501,7,1,19,90
7805,29125659,214793286,YAU TSIM MONG,22.29745,114.17315,Private room,548,2,10,19,90
7806,29126408,214793286,YAU TSIM MONG,22.296979999999998,114.17137,Private room,602,1,2,19,90
7807,29135502,124591049,YAU TSIM MONG,22.29695,114.17026000000001,Private room,196,14,5,15,0
7808,29135664,135576037,YAU TSIM MONG,22.298579999999998,114.17448,Private room,602,1,42,5,66
7809,29137618,165503207,YAU TSIM MONG,22.320429999999998,114.16923,Entire home/apt,1001,4,20,10,170
7810,29137639,219571945,YAU TSIM MONG,22.307389999999998,114.16651,Private room,368,1,4,2,321
7811,29137933,219573556,CENTRAL & WESTERN,22.28487,114.13983999999999,Private room,376,5,1,1,0
7812,29138738,65017375,CENTRAL & WESTERN,22.28294,114.15364,Entire home/apt,900,2,12,1,63
7813,29139192,219571945,YAU TSIM MONG,22.30755,114.16495,Private room,399,2,17,2,133
7815,29140113,168079683,YAU TSIM MONG,22.300279999999997,114.18014,Private room,2277,1,3,8,83
7816,29142647,26463664,YAU TSIM MONG,22.30643,114.1661,Entire home/apt,454,1,29,5,305
7817,29144474,45367060,YAU TSIM MONG,22.302020000000002,114.17415,Entire home/apt,454,1,55,4,112
7819,29146582,54924991,YAU TSIM MONG,22.30595,114.17121999999999,Entire home/apt,548,1,2,8,365
7820,29147309,54924991,YAU TSIM MONG,22.305970000000002,114.17225,Entire home/apt,454,1,1,8,365
7821,29147449,79003602,CENTRAL & WESTERN,22.28699,114.13965,Entire home/apt,798,1,29,21,0
7823,29149010,5958065,WAN CHAI,22.27723,114.17148,Entire home/apt,994,5,1,1,0
7824,29151138,214793286,YAU TSIM MONG,22.29759,114.17193999999999,Private room,649,1,3,19,90
7825,29157881,214793286,YAU TSIM MONG,22.29591,114.17143,Private room,454,3,2,19,90
7827,29163045,187734311,WAN CHAI,22.27759,114.18206,Private room,344,1,22,10,164
7828,29165133,219781049,WAN CHAI,22.27887,114.18066,Entire home/apt,947,4,13,1,172
7830,29172258,119734960,WAN CHAI,22.280520000000003,114.18593999999999,Private room,454,2,2,1,0
7831,29173435,54924991,YAU TSIM MONG,22.30602,114.17123000000001,Entire home/apt,501,1,1,8,365
7832,29177443,135576037,YAU TSIM MONG,22.299310000000002,114.17863999999999,Private room,618,1,24,5,79
7833,29189357,198109516,WAN CHAI,22.281999999999996,114.18511000000001,Private room,454,28,0,37,362
7834,29192426,45367060,YAU TSIM MONG,22.302889999999998,114.17379,Entire home/apt,712,1,33,4,129
7835,29193878,45367060,YAU TSIM MONG,22.30219,114.17399999999999,Entire home/apt,681,1,64,4,141
7836,29193935,218688122,YAU TSIM MONG,22.30017,114.17363999999999,Private room,649,1,9,7,90
7837,29195690,7546931,CENTRAL & WESTERN,22.28564,114.14128999999998,Entire home/apt,501,1,1,1,0
7838,29204497,4370185,WAN CHAI,22.27994,114.18128,Entire home/apt,602,4,1,1,41
7839,29218411,5648945,CENTRAL & WESTERN,22.284270000000003,114.15100000000001,Private room,360,6,4,1,83
7840,29220161,30060312,CENTRAL & WESTERN,22.28623,114.14611000000001,Entire home/apt,563,3,2,1,25
7841,29220733,38038584,YAU TSIM MONG,22.31877,114.17018,Private room,297,3,1,15,49
7842,29222772,38038584,YAU TSIM MONG,22.318839999999998,114.17175,Private room,297,3,14,15,49
7843,29224744,99344445,CENTRAL & WESTERN,22.28509,114.14238999999999,Entire home/apt,1001,2,0,1,21
7845,29226768,38038584,YAU TSIM MONG,22.31749,114.17203,Private room,297,3,0,15,49
7846,29226815,4720714,CENTRAL & WESTERN,22.28131,114.12735,Entire home/apt,720,5,2,1,32
7847,29227844,220193142,YAU TSIM MONG,22.30484,114.17317,Private room,501,30,2,1,180
7848,29232409,73308500,YAU TSIM MONG,22.319979999999997,114.17107,Private room,602,2,0,6,133
7849,29234178,122131447,YAU TSIM MONG,22.29652,114.17555,Private room,1134,1,2,163,79
7850,29234267,122131447,YAU TSIM MONG,22.29737,114.17496000000001,Private room,1134,1,0,163,79
7851,29234484,122131447,YAU TSIM MONG,22.297179999999997,114.17098,Private room,1134,1,0,163,77
7852,29234683,122131447,YAU TSIM MONG,22.29585,114.17545,Private room,1134,1,0,163,77
7853,29244466,16110245,CENTRAL & WESTERN,22.28554,114.13877,Private room,329,2,9,1,61
7854,29246419,208875549,YAU TSIM MONG,22.29963,114.17007,Entire home/apt,59999,1,0,1,1
7858,29262096,93777895,CENTRAL & WESTERN,22.28135,114.15393,Entire home/apt,696,4,4,1,3
7860,29264367,214793286,YAU TSIM MONG,22.296110000000002,114.1726,Private room,579,2,6,19,90
7861,29267752,108283141,CENTRAL & WESTERN,22.28354,114.12816000000001,Entire home/apt,947,1,1,1,0
7862,29270429,97240131,CENTRAL & WESTERN,22.280070000000002,114.15551,Private room,289,29,0,216,364
7863,29270922,97240131,YAU TSIM MONG,22.324089999999998,114.16179,Private room,235,29,0,216,269
7864,29273089,8128297,CENTRAL & WESTERN,22.28114,114.15131000000001,Private room,548,7,4,7,173
7865,29273146,220229735,WAN CHAI,22.279139999999998,114.17454,Entire home/apt,1001,2,33,1,139
7866,29274682,50120170,YAU TSIM MONG,22.308410000000002,114.16538999999999,Entire home/apt,1197,2,5,1,0
7868,29290519,97240131,CENTRAL & WESTERN,22.28006,114.15556000000001,Private room,141,29,0,216,364
7869,29290591,214793286,YAU TSIM MONG,22.29576,114.17116999999999,Private room,602,2,2,19,90
7870,29292153,14861546,CENTRAL & WESTERN,22.28696,114.14746000000001,Entire home/apt,501,60,0,100,251
7871,29299292,16293337,CENTRAL & WESTERN,22.285999999999998,114.14325,Entire home/apt,501,2,16,2,0
7872,29301252,24238278,WAN CHAI,22.27504,114.17013999999999,Entire home/apt,821,1,1,2,365
7874,29315595,141949525,WAN CHAI,22.277179999999998,114.18081000000001,Private room,203,1,6,4,2
7875,29315717,21521843,WAN CHAI,22.27656,114.17318999999999,Entire home/apt,1001,2,0,2,0
7876,29317797,156409670,WAN CHAI,22.27712,114.18593,Entire home/apt,751,30,0,63,364
7877,29319099,220132180,YAU TSIM MONG,22.32143,114.17005,Private room,297,1,74,1,172
7878,29329935,138192996,YAU TSIM MONG,22.30442,114.17395,Entire home/apt,2472,2,19,2,90
7880,29333592,46440275,WAN CHAI,22.28602,114.1917,Private room,297,29,1,1,71
7881,29338509,221028001,YAU TSIM MONG,22.30535,114.17132,Private room,399,1,1,5,0
7882,29348721,83828357,WAN CHAI,22.27861,114.17969,Entire home/apt,399,2,37,1,47
7884,29349463,51081236,WAN CHAI,22.275779999999997,114.17075,Entire home/apt,1197,3,2,1,0
7885,29349917,221110094,YAU TSIM MONG,22.29601,114.17327,Private room,250,1,43,15,176
7886,29352384,97240131,CENTRAL & WESTERN,22.28294,114.12568999999999,Private room,266,29,0,216,364
7887,29353104,221110094,YAU TSIM MONG,22.29671,114.17138999999999,Private room,196,1,13,15,192
7888,29353205,138649185,YAU TSIM MONG,22.30198,114.17936999999999,Entire home/apt,853,28,0,83,364
7889,29353639,138192996,YAU TSIM MONG,22.30452,114.17371000000001,Entire home/apt,3098,1,7,2,90
7890,29354677,221110094,YAU TSIM MONG,22.29565,114.17322,Private room,297,1,13,15,193
7892,29354977,221110094,YAU TSIM MONG,22.29554,114.17298000000001,Private room,329,1,14,15,190
7894,29355361,221110094,YAU TSIM MONG,22.29726,114.17165,Private room,344,1,22,15,181
7895,29370021,25837210,CENTRAL & WESTERN,22.28804,114.14175,Entire home/apt,1299,2,16,1,64
7896,29374400,15508748,YAU TSIM MONG,22.29777,114.17182,Private room,376,28,0,4,365
7897,29378095,221321754,YAU TSIM MONG,22.31677,114.17146000000001,Shared room,219,1,42,9,78
7898,29382218,216207826,YAU TSIM MONG,22.30151,114.17565,Entire home/apt,1502,2,32,21,78
