,id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
347,2674870,13686237,CENTRAL & WESTERN,22.28373,114.1503,Entire home/apt,1588,2,104,1,308
348,2682365,3152967,CENTRAL & WESTERN,22.284670000000002,114.15123,Entire home/apt,2903,2,5,3,161
350,2703224,10981583,YAU TSIM MONG,22.3017,114.17448,Entire home/apt,728,1,338,2,21
351,2714547,1270196,CENTRAL & WESTERN,22.286920000000002,114.13815,Entire home/apt,790,1,2,1,0
352,2715344,2283777,WAN CHAI,22.27957,114.18343999999999,Entire home/apt,376,2,94,16,365
353,2724571,13942214,WAN CHAI,22.28013,114.18381000000001,Entire home/apt,1604,2,94,1,51
354,2724710,6208465,WAN CHAI,22.28195,114.18418,Entire home/apt,1682,2,48,1,51
355,2729551,13967962,WAN CHAI,22.279329999999998,114.1826,Private room,329,2,162,3,0
356,2740199,14021929,CENTRAL & WESTERN,22.28322,114.13038,Entire home/apt,602,3,5,2,17
357,2749902,2973532,WAN CHAI,22.277079999999998,114.17124,Entire home/apt,1956,2,0,1,365
358,2754259,3800609,YAU TSIM MONG,22.32006,114.17051000000001,Entire home/apt,900,1,76,15,323
359,2757546,14106467,WAN CHAI,22.269270000000002,114.186,Private room,501,1,7,1,270
360,2760202,2283777,WAN CHAI,22.27931,114.18328000000001,Entire home/apt,352,2,53,16,270
361,2774853,14177354,CENTRAL & WESTERN,22.28066,114.12874,Entire home/apt,759,3,1,1,0
362,2786955,3383055,YAU TSIM MONG,22.31191,114.17091,Entire home/apt,970,1,18,10,365
363,2794976,3704487,YAU TSIM MONG,22.31048,114.16965,Entire home/apt,501,28,52,7,60
364,2821355,2767559,YAU TSIM MONG,22.31614,114.17076999999999,Private room,649,1,0,16,345
365,2821490,2767559,YAU TSIM MONG,22.3163,114.16942,Private room,3677,1,0,16,365
366,2825823,5735765,WAN CHAI,22.27768,114.16819,Entire home/apt,618,2,45,6,335
367,2834148,2767559,YAU TSIM MONG,22.31729,114.16915,Entire home/apt,2003,1,0,16,282
369,2856944,13861366,CENTRAL & WESTERN,22.27508,114.15624,Entire home/apt,1784,2,27,2,359
374,2880747,14626463,YAU TSIM MONG,22.29797,114.17055,Private room,900,1,6,4,365
375,2883398,14737413,WAN CHAI,22.2788,114.19346999999999,Entire home/apt,501,5,4,1,0
376,2901976,2784317,WAN CHAI,22.27436,114.17511999999999,Entire home/apt,821,1,7,1,0
377,2909327,14861546,WAN CHAI,22.2783,114.18491000000002,Entire home/apt,422,60,6,100,335
378,2920973,4698105,CENTRAL & WESTERN,22.283089999999998,114.12973999999998,Entire home/apt,1299,7,5,1,0
379,2927746,13401613,CENTRAL & WESTERN,22.28286,114.15331,Entire home/apt,743,3,26,1,0
381,2942712,14758724,CENTRAL & WESTERN,22.284270000000003,114.148,Private room,501,3,4,2,0
382,2952012,15069940,YAU TSIM MONG,22.2981,114.17098,Private room,602,1,66,9,191
383,2954227,14997120,YAU TSIM MONG,22.320520000000002,114.16805,Private room,540,1,46,6,364
384,2962614,2283777,WAN CHAI,22.27862,114.18468999999999,Entire home/apt,422,1,42,16,364
385,2970176,14861546,WAN CHAI,22.27917,114.18606000000001,Entire home/apt,368,30,41,100,286
386,2970536,14861546,WAN CHAI,22.2784,114.18618000000001,Entire home/apt,516,30,28,100,364
389,2980993,15204888,YAU TSIM MONG,22.318179999999998,114.17043000000001,Private room,203,5,5,1,0
390,2991195,13080709,WAN CHAI,22.27709,114.17724,Entire home/apt,2198,4,6,1,0
391,2993826,15262785,YAU TSIM MONG,22.316860000000002,114.17253000000001,Entire home/apt,954,1,10,9,365
392,2993849,15262785,YAU TSIM MONG,22.31756,114.16953000000001,Entire home/apt,954,1,9,9,365
393,2993971,15262785,YAU TSIM MONG,22.31908,114.17042,Entire home/apt,1158,1,7,9,365
395,3002319,304876,CENTRAL & WESTERN,22.28815,114.14836000000001,Entire home/apt,642,2,111,12,320
397,3014888,15069940,YAU TSIM MONG,22.2979,114.17296999999999,Private room,602,1,83,9,165
398,3021624,15397373,WAN CHAI,22.277910000000002,114.17836000000001,Entire home/apt,1291,3,126,1,126
399,3023328,15069940,YAU TSIM MONG,22.29849,114.17191000000001,Private room,853,1,83,9,181
400,3023503,15069940,YAU TSIM MONG,22.298189999999998,114.17119,Private room,798,1,30,9,74
401,3023684,15069940,YAU TSIM MONG,22.299979999999998,114.17098999999999,Private room,853,1,41,9,184
402,3024940,15210533,YAU TSIM MONG,22.30566,114.16753,Private room,884,1,49,8,0
404,3034946,9157229,YAU TSIM MONG,22.31079,114.1695,Entire home/apt,1353,2,19,13,360
405,3043288,9157229,YAU TSIM MONG,22.31794,114.17046,Entire home/apt,1353,2,15,13,365
406,3044239,9157229,YAU TSIM MONG,22.318070000000002,114.17013999999999,Entire home/apt,1807,2,13,13,133
407,3047488,3820308,YAU TSIM MONG,22.31242,114.1707,Entire home/apt,548,1,82,19,90
408,3069740,304876,CENTRAL & WESTERN,22.28637,114.13977,Private room,305,4,34,12,332
409,3069823,304876,CENTRAL & WESTERN,22.286089999999998,114.13835,Private room,430,7,18,12,365
410,3069856,304876,CENTRAL & WESTERN,22.284670000000002,114.13996999999999,Private room,430,4,11,12,365
411,3069865,304876,CENTRAL & WESTERN,22.28456,114.14001,Private room,383,14,14,12,365
412,3071178,15630194,CENTRAL & WESTERN,22.283170000000002,114.14927,Entire home/apt,947,2,6,1,364
419,3140677,8659457,CENTRAL & WESTERN,22.284489999999998,114.15008999999999,Entire home/apt,1174,2,68,8,172
421,3177173,16111024,WAN CHAI,22.27634,114.17423000000001,Entire home/apt,798,7,25,4,363
422,3177277,16111024,WAN CHAI,22.27944,114.17526000000001,Entire home/apt,649,6,65,4,306
423,3177295,16111024,WAN CHAI,22.27679,114.17781000000001,Entire home/apt,696,6,38,4,304
426,3200881,16221439,CENTRAL & WESTERN,22.284589999999998,114.14851999999999,Entire home/apt,649,1,0,1,0
427,3202726,4595320,CENTRAL & WESTERN,22.28247,114.15268,Entire home/apt,1502,3,28,2,90
428,3202861,13208334,CENTRAL & WESTERN,22.278570000000002,114.15376,Entire home/apt,3497,7,12,1,57
430,3251047,2884995,CENTRAL & WESTERN,22.28191,114.14948000000001,Entire home/apt,1252,1,0,1,0
432,3285845,179394,CENTRAL & WESTERN,22.28748,114.1429,Entire home/apt,642,2,18,1,0
433,3288363,8118271,WAN CHAI,22.26972,114.18393999999999,Entire home/apt,501,1,1,1,0
434,3298455,10219185,WAN CHAI,22.281579999999998,114.18518999999999,Private room,1001,2,11,1,332
435,3312954,16697849,CENTRAL & WESTERN,22.28571,114.1491,Entire home/apt,994,4,25,1,0
436,3312989,14998497,CENTRAL & WESTERN,22.28295,114.15091000000001,Private room,602,3,1,1,0
437,3313974,1452499,WAN CHAI,22.27913,114.17348,Entire home/apt,1158,3,211,7,309
439,3319422,6315448,WAN CHAI,22.28395,114.19162,Entire home/apt,798,60,0,14,365
440,3328046,4082905,WAN CHAI,22.27901,114.19253,Entire home/apt,1174,5,1,1,0
441,3344786,2435171,YAU TSIM MONG,22.3131,114.17078000000001,Entire home/apt,1870,1,185,2,269
446,3358434,16945122,CENTRAL & WESTERN,22.28611,114.14763,Entire home/apt,649,5,1,1,0
447,3373427,10394386,WAN CHAI,22.278979999999997,114.18228,Entire home/apt,900,1,180,4,79
448,3373468,10394386,WAN CHAI,22.27875,114.18203999999999,Entire home/apt,602,1,176,4,72
449,3380808,14997120,YAU TSIM MONG,22.321839999999998,114.16995,Private room,352,1,194,6,345
450,3380838,14997120,YAU TSIM MONG,22.32179,114.16921,Private room,391,1,38,6,362
451,3384871,1443229,CENTRAL & WESTERN,22.284270000000003,114.13022,Entire home/apt,743,2,24,6,352
452,3390345,17104885,YAU TSIM MONG,22.30677,114.16826999999999,Entire home/apt,383,7,3,1,0
455,3415780,4812035,YAU TSIM MONG,22.29665,114.17216,Shared room,477,1,23,14,286
458,3475048,17503144,WAN CHAI,22.28078,114.18183,Entire home/apt,1001,2,206,1,145
459,3494305,6811924,YAU TSIM MONG,22.302310000000002,114.17448,Entire home/apt,587,2,28,30,308
460,3495103,17597507,WAN CHAI,22.27821,114.18241,Private room,649,1,63,5,83
461,3509029,6633807,YAU TSIM MONG,22.30034,114.17323999999999,Entire home/apt,509,2,269,22,311
462,3514460,3820308,YAU TSIM MONG,22.30945,114.17068,Entire home/apt,548,2,46,19,90
463,3514640,8558808,WAN CHAI,22.27455,114.17549,Entire home/apt,798,1,2,2,0
464,3514722,17698262,WAN CHAI,22.26887,114.18377,Entire home/apt,798,1,0,1,0
465,3525683,6067974,WAN CHAI,22.28458,114.1921,Entire home/apt,1197,28,58,23,245
466,3535812,6361579,YAU TSIM MONG,22.3153,114.16883999999999,Private room,602,2,42,12,164
468,3545636,6361579,YAU TSIM MONG,22.31614,114.17081999999999,Private room,313,2,20,12,171
470,3557215,17232270,YAU TSIM MONG,22.31816,114.16637,Entire home/apt,759,4,208,6,346
472,3580565,1991696,YAU TSIM MONG,22.29798,114.17268999999999,Entire home/apt,1502,1,20,3,269
476,3599967,6811924,YAU TSIM MONG,22.30208,114.17418,Entire home/apt,579,2,25,30,284
477,3606840,15069940,YAU TSIM MONG,22.29869,114.17385,Private room,798,1,61,9,0
478,3612299,15069940,YAU TSIM MONG,22.29859,114.17327,Private room,853,1,46,9,0
479,3617391,15069940,YAU TSIM MONG,22.29874,114.17323999999999,Private room,399,1,24,9,0
481,3631518,15069940,YAU TSIM MONG,22.29841,114.1738,Private room,422,7,27,9,119
482,3642206,4971086,YAU TSIM MONG,22.32121,114.17133999999999,Entire home/apt,2996,1,67,10,263
484,3656125,4651097,YAU TSIM MONG,22.300279999999997,114.17593000000001,Entire home/apt,1087,1,132,3,48
485,3679506,17597507,WAN CHAI,22.28023,114.18117,Private room,391,1,32,5,144
486,3691533,17404832,YAU TSIM MONG,22.305429999999998,114.16975,Entire home/apt,454,2,73,11,246
487,3701172,4651097,YAU TSIM MONG,22.32476,114.1684,Entire home/apt,1087,1,233,3,102
488,3712078,15617935,YAU TSIM MONG,22.32133,114.16476000000002,Entire home/apt,782,2,331,1,24
489,3712813,6361579,YAU TSIM MONG,22.31666,114.1706,Private room,297,2,10,12,173
491,3731850,7250124,CENTRAL & WESTERN,22.28572,114.14726,Private room,501,2,130,3,351
493,3747986,4393124,WAN CHAI,22.278010000000002,114.18116,Entire home/apt,1127,1,34,3,297
494,3753279,18118444,WAN CHAI,22.27751,114.17527,Entire home/apt,1001,2,2,1,0
495,3775571,3161753,YAU TSIM MONG,22.3063,114.16897,Entire home/apt,681,4,249,1,0
496,3783735,6361579,YAU TSIM MONG,22.316689999999998,114.16932,Private room,454,2,91,12,169
497,3803023,6684297,WAN CHAI,22.27917,114.17858999999999,Entire home/apt,1486,4,150,6,242
499,3825902,2283777,WAN CHAI,22.27871,114.18456,Entire home/apt,360,1,25,16,365
500,3829465,13686289,YAU TSIM MONG,22.319000000000003,114.16107,Entire home/apt,30004,1,2,1,0
504,3853127,19863691,CENTRAL & WESTERN,22.28635,114.14566,Private room,696,1,164,1,364
505,3857230,12486871,YAU TSIM MONG,22.299220000000002,114.17351000000001,Entire home/apt,1283,1,171,2,270
506,3870691,6361579,YAU TSIM MONG,22.31617,114.16856999999999,Private room,313,2,47,12,173
507,3870727,6361579,YAU TSIM MONG,22.3158,114.16893999999999,Private room,454,2,45,12,167
509,3884602,18392298,WAN CHAI,22.27795,114.17406000000001,Entire home/apt,1001,1,17,1,0
510,3886298,14634338,YAU TSIM MONG,22.312620000000003,114.16965,Entire home/apt,1846,1,105,6,293
511,3890627,14634338,YAU TSIM MONG,22.31162,114.17039,Entire home/apt,1752,1,155,6,272
512,3901962,20204555,CENTRAL & WESTERN,22.28712,114.14278999999999,Private room,469,4,15,3,0
513,3903088,14634338,YAU TSIM MONG,22.31176,114.17177,Entire home/apt,1846,1,97,6,293
514,3903373,14634338,YAU TSIM MONG,22.31351,114.16966000000001,Entire home/apt,1752,1,69,6,272
516,3921847,18432476,CENTRAL & WESTERN,22.28601,114.14086,Entire home/apt,1103,2,0,1,0
519,3933308,10705091,CENTRAL & WESTERN,22.285870000000003,114.1472,Entire home/apt,407,2,183,10,347
520,3933852,13138575,YAU TSIM MONG,22.31821,114.15673999999999,Private room,696,1,2,1,0
521,3947299,5159219,WAN CHAI,22.275579999999998,114.1685,Private room,399,3,1,1,0
522,3964929,4089954,WAN CHAI,22.27929,114.18186000000001,Entire home/apt,782,2,115,3,342
524,3972118,11643525,CENTRAL & WESTERN,22.283920000000002,114.15059,Entire home/apt,626,2,16,1,0
525,3974906,19112239,WAN CHAI,22.27814,114.17701000000001,Entire home/apt,1283,3,77,1,54
526,3994506,7250124,CENTRAL & WESTERN,22.28586,114.14633,Entire home/apt,1283,2,47,3,360
527,3996795,20720771,WAN CHAI,22.279970000000002,114.18425,Entire home/apt,266,1,0,1,0
528,4009419,20790013,YAU TSIM MONG,22.30988,114.16988,Private room,360,2,118,7,172
529,4021686,9672550,YAU TSIM MONG,22.31812,114.17128999999998,Entire home/apt,853,1,60,2,72
530,4041673,4584648,CENTRAL & WESTERN,22.28155,114.15462,Private room,227,31,0,80,364
531,4065267,18456145,WAN CHAI,22.276529999999998,114.18648999999999,Entire home/apt,798,30,8,1,327
532,4072666,7250124,CENTRAL & WESTERN,22.2871,114.14635,Private room,681,1,19,3,365
533,4078286,18228281,CENTRAL & WESTERN,22.27945,114.15076,Entire home/apt,1721,3,133,1,322
534,4085605,739542,CENTRAL & WESTERN,22.28161,114.15162,Entire home/apt,501,2,11,2,0
535,4090138,10705091,CENTRAL & WESTERN,22.28865,114.14856999999999,Entire home/apt,415,1,126,10,351
536,4107028,10705091,CENTRAL & WESTERN,22.286620000000003,114.15086000000001,Entire home/apt,399,1,158,10,300
537,4107870,21311828,CENTRAL & WESTERN,22.28133,114.12892,Private room,696,1,2,1,0
538,4121380,21380536,CENTRAL & WESTERN,22.28572,114.148,Private room,501,1,0,1,0
539,4130509,11569675,CENTRAL & WESTERN,22.287689999999998,114.14141000000001,Entire home/apt,696,7,1,2,0
543,4150147,6389428,YAU TSIM MONG,22.29746,114.17386,Entire home/apt,782,1,208,8,120
544,4179484,1428352,WAN CHAI,22.27749,114.1726,Entire home/apt,1799,2,253,4,18
545,4191482,21746387,CENTRAL & WESTERN,22.28201,114.15243000000001,Entire home/apt,1001,6,1,1,14
546,4194976,9541988,CENTRAL & WESTERN,22.2842,114.15031,Entire home/apt,751,14,10,1,0
547,4195987,21591327,YAU TSIM MONG,22.3033,114.16953000000001,Entire home/apt,931,2,88,81,288
548,4196169,3800609,YAU TSIM MONG,22.319670000000002,114.17035,Entire home/apt,1095,1,88,15,322
549,4201214,10088915,YAU TSIM MONG,22.32081,114.17041,Entire home/apt,1197,10,32,18,365
554,4219587,21901134,YAU TSIM MONG,22.30641,114.17156999999999,Private room,454,1,22,6,365
555,4229985,21341189,CENTRAL & WESTERN,22.28133,114.15587,Entire home/apt,485,2,53,5,176
556,4253961,22043432,YAU TSIM MONG,22.3221,114.16991000000002,Entire home/apt,649,3,208,1,76
559,4293140,22284221,WAN CHAI,22.2808,114.18343999999999,Entire home/apt,1103,1,179,1,44
560,4297195,10705091,CENTRAL & WESTERN,22.28719,114.14708,Entire home/apt,501,2,147,10,356
561,4318601,3837605,WAN CHAI,22.27577,114.17166999999999,Entire home/apt,696,2,8,1,0
562,4325172,22458775,CENTRAL & WESTERN,22.28506,114.15162,Entire home/apt,1400,4,5,2,0
563,4326010,22464070,CENTRAL & WESTERN,22.28425,114.15061000000001,Entire home/apt,2003,10,9,1,0
564,4326828,22468471,YAU TSIM MONG,22.30186,114.17596999999999,Entire home/apt,1502,2,1,1,365
566,4372254,5680245,CENTRAL & WESTERN,22.2866,114.1494,Entire home/apt,798,1,171,2,40
567,4373159,6811924,YAU TSIM MONG,22.29983,114.17437,Entire home/apt,587,5,5,30,330
568,4380215,22743727,YAU TSIM MONG,22.30396,114.16051000000002,Entire home/apt,1322,2,11,1,280
570,4404702,11222319,CENTRAL & WESTERN,22.28333,114.15398,Entire home/apt,548,1,205,2,341
571,4406834,6361579,YAU TSIM MONG,22.31567,114.16873999999999,Private room,602,2,54,12,165
572,4412450,22904456,YAU TSIM MONG,22.30275,114.17509,Private room,462,2,97,1,90
573,4436837,22037293,YAU TSIM MONG,22.30734,114.16608000000001,Private room,759,1,286,11,160
574,4440634,16405423,CENTRAL & WESTERN,22.28327,114.14968,Entire home/apt,947,1,2,1,0
575,4466635,9443322,WAN CHAI,22.28376,114.19243999999999,Entire home/apt,548,1,124,2,77
577,4488539,13434364,CENTRAL & WESTERN,22.28517,114.14771999999999,Private room,438,1,3,1,0
578,4490633,22458775,CENTRAL & WESTERN,22.28515,114.15118999999999,Private room,900,1,0,2,0
579,4503476,6809365,WAN CHAI,22.28087,114.18255,Entire home/apt,1400,3,76,2,76
583,4505441,23273408,CENTRAL & WESTERN,22.28547,114.15248999999999,Private room,454,1,37,2,0
584,4506943,15262785,YAU TSIM MONG,22.317629999999998,114.17005,Entire home/apt,954,1,4,9,365
585,4508129,23376488,YAU TSIM MONG,22.309639999999998,114.17023,Shared room,172,1,234,12,158
587,4520543,10957472,CENTRAL & WESTERN,22.28067,114.15521000000001,Entire home/apt,1580,2,50,2,341
588,4520730,23438315,YAU TSIM MONG,22.2976,114.17181000000001,Private room,681,2,69,8,175
590,4534020,15247446,WAN CHAI,22.27822,114.17667,Entire home/apt,1408,2,142,2,89
591,4541471,23550726,WAN CHAI,22.27921,114.18751,Entire home/apt,798,4,1,1,0
592,4541992,19664529,YAU TSIM MONG,22.30783,114.1668,Entire home/apt,579,1,151,6,236
593,4541997,19664529,YAU TSIM MONG,22.308529999999998,114.16735,Entire home/apt,1080,1,158,6,281
594,4547169,2283777,YAU TSIM MONG,22.302410000000002,114.17608,Entire home/apt,297,2,29,16,365
595,4547301,2283777,WAN CHAI,22.279429999999998,114.18046000000001,Entire home/apt,352,2,17,16,165
601,4576534,10575316,CENTRAL & WESTERN,22.288339999999998,114.14222,Entire home/apt,657,7,26,7,107
602,4589695,6811924,YAU TSIM MONG,22.30088,114.17421999999999,Entire home/apt,1103,2,169,30,102
603,4590623,1739070,WAN CHAI,22.27681,114.19237,Entire home/apt,994,3,3,1,0
604,4591397,2232885,YAU TSIM MONG,22.31926,114.17,Private room,297,1,202,5,100
605,4592922,2232885,YAU TSIM MONG,22.32018,114.17119,Private room,329,1,128,5,155
606,4593121,2232885,YAU TSIM MONG,22.318720000000003,114.17171,Private room,297,1,138,5,135
607,4593272,2232885,YAU TSIM MONG,22.31871,114.16968,Private room,383,1,106,5,129
608,4593396,2232885,YAU TSIM MONG,22.32017,114.17136,Private room,352,1,100,5,140
609,4603839,6389428,YAU TSIM MONG,22.30486,114.16803999999999,Entire home/apt,900,1,113,8,155
610,4612415,4891952,WAN CHAI,22.27711,114.17374,Entire home/apt,829,3,78,4,49
611,4612855,4891952,WAN CHAI,22.275479999999998,114.17588,Private room,430,2,98,4,49
612,4612865,4891952,WAN CHAI,22.27522,114.17447,Private room,430,2,60,4,61
613,4617093,23918950,CENTRAL & WESTERN,22.27935,114.15321999999999,Entire home/apt,1197,4,0,1,0
615,4619646,6280958,CENTRAL & WESTERN,22.28097,114.15253,Entire home/apt,861,1,13,1,19
616,4620150,23836946,CENTRAL & WESTERN,22.28604,114.14572,Private room,399,2,11,1,0
617,4634050,12586502,WAN CHAI,22.27451,114.17118,Private room,149,7,53,2,26
618,4640143,24025089,CENTRAL & WESTERN,22.274910000000002,114.15988,Entire home/apt,2347,1,0,1,0
619,4645930,1766180,CENTRAL & WESTERN,22.28262,114.14887,Entire home/apt,1001,2,39,1,9
620,4657285,24103690,CENTRAL & WESTERN,22.27995,114.15143,Private room,696,1,0,1,0
621,4657865,6811924,YAU TSIM MONG,22.30115,114.17565,Entire home/apt,532,28,18,30,235
622,4658131,6811924,YAU TSIM MONG,22.30116,114.17397,Entire home/apt,532,28,15,30,71
623,4658306,9937733,CENTRAL & WESTERN,22.27848,114.15308999999999,Entire home/apt,900,2,4,2,87
624,4660615,6504006,WAN CHAI,22.28061,114.18873,Entire home/apt,1377,9,16,18,0
628,4672951,5211186,CENTRAL & WESTERN,22.287879999999998,114.14243,Entire home/apt,696,14,0,1,0
629,4673819,24177278,WAN CHAI,22.28037,114.17799,Entire home/apt,399,14,2,1,0
630,4678644,634820,YAU TSIM MONG,22.3259,114.16367,Shared room,227,1,162,5,152
631,4681302,4186578,CENTRAL & WESTERN,22.2872,114.13951999999999,Entire home/apt,751,3,0,1,0
632,4681384,24209545,CENTRAL & WESTERN,22.28675,114.14672,Entire home/apt,1189,2,1,1,0
634,4682786,24215902,YAU TSIM MONG,22.29823,114.17323999999999,Private room,329,1,177,51,354
635,4690662,1283315,CENTRAL & WESTERN,22.285320000000002,114.14995,Entire home/apt,884,3,7,1,0
636,4691361,634820,YAU TSIM MONG,22.3256,114.16487,Shared room,250,1,63,5,171
637,4695498,22037293,YAU TSIM MONG,22.307170000000003,114.1664,Private room,548,1,414,11,135
638,4695920,24277627,CENTRAL & WESTERN,22.28065,114.15553,Entire home/apt,1901,1,1,1,0
639,4696858,22037293,YAU TSIM MONG,22.30795,114.16675,Private room,618,1,318,11,169
641,4703563,24314302,CENTRAL & WESTERN,22.28558,114.14588,Entire home/apt,1252,5,1,1,0
643,4712192,24351903,WAN CHAI,22.27674,114.17036999999999,Entire home/apt,743,4,20,1,356
644,4721045,1125641,CENTRAL & WESTERN,22.28622,114.13967,Entire home/apt,900,2,4,1,0
645,4722945,24394865,WAN CHAI,22.27638,114.17405,Entire home/apt,1048,4,5,1,0
646,4724498,22037293,YAU TSIM MONG,22.3078,114.1669,Private room,548,1,270,11,168
